Item Id,SKU,Model,Brand,Color,Type,Compatible Brand,Print Technology,Compatible Model,Country/Region of Manufacture,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Expiration Date,Item Height,Item Length,Item Width,Manufacturer Warranty,
"265302903988","293825","Canon PG-243/CL-244","Canon","Multicolor,Black","Genuine/Original","For Canon","","For Canon PIXMA MG2520","","1287C006[AA]","","","","","","","","",
