Item Id,SKU,Exterior Size,Brand,MPN,Model,Custom Bundle,Bundle Description,Modified Item,Modification Description,California Prop 65 Warning,Country/Region of Manufacture,
"265641040332","308116","13 in x 19 in","Unbranded","13x19 Poly Mailers","13x19","","","","","","China",
