Item Id,SKU,Features,Color,Material,Item Width,Number in Pack,Item Length,Grommet Material,Suitable For,Brand,Country/Region of Manufacture,Grommet Spacing,Type,Item Thickness,MPN,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Weight,Manufacturer Warranty,
"264606289966","118878","Durable,Heavy Duty,Reinforced Edges,Rust Resistant Grommets","Silver Blue","Canvas","Variable","","Variable","","","Maxam","","","Garden Tarp","","All-Purpose-Tarp","","","","","",
