Item Id,SKU,Product,Team,Size,Brand,Player,Gender,Color,Pre & Post Season,Officially Licensed,Capacity,Modified Item,Modification Description,California Prop 65 Warning,Country/Region of Manufacture,Event/Tournament,Sport,
"265752045140","308220","Quilt Set","Dallas Cowboys","King","Unbranded","","Unisex Adult","Blue","Regular Season","","","","","","","","Football-NFL",
