Item Id,SKU,Brand,Number of WAN Ports,RAID Levels,Interface,Type,Model,MPN,Network Connectivity,Network Management Type,Network Type,Product Line,Custom Bundle,Bundle Description,California Prop 65 Warning,Country/Region of Manufacture,Connector Type,Device Connectivity,Item Height,Item Length,Item Width,Manufacturer Warranty,Supported Wireless Protocols,
"254537551011","115600","Generic","2","2","","Does Not Apply","","SBC","","","","","","","","","","","","","","","",
