Item Id,SKU,Type,Brand,Power Source,Model,Items included,Engine Type,Features,Horsepower,Year Manufactured,Color,Country/Region of Manufacture,Item Height,Material,Voltage,Assembly Required,Product Line,Cable Length,Battery Included,Engine Size,Item Diameter,Item Width,MPN,Battery Life,Noise Level,Power,Tank Capacity,Custom Bundle,Bundle Description,Style,California Prop 65 Warning,Item Length,Item Weight,Manufacturer Warranty,
"265644612227","TGBE1124","Cultivator","Field Tuff","","FTF-48C3PT","","","","","","","","","","","","","","","","","","FTF-48C3PT","","","","","","","","","","","",
