Item Id,SKU,Type,Brand,Material,Features,Country/Region of Manufacture,Color,Making Method,MPN,Bundle Description,Model,California Prop 65 Warning,Custom Bundle,
"265597117183","MCGRWN010","Food Slicers & Sharpeners","McGowan Mfg Co","","","","","","1320","","","","",
