Item Id,SKU,Features,Display Type,Brand,Type,Power Source,Movement,Theme,Color,Room,Style,Smart Home Protocol,Character Family,Material,Finish,Frame Material,Character,Year Manufactured,Shape,Country/Region of Manufacture,Era,Engraved,Manufacturer Warranty,Department,Original/Reproduction,Protection Plan,Number Type,MPN,Model,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Height,Item Length,Item Weight,Item Width,Product Line,Smart Home Compatibility,
"265597114412","SNNT1065","LCD","","Sonnet Industries","Alarm Clocks","","","","Blue","","","","","","","","","","","","","","","","","","","T-4641","","","","","","","","","","",
