Item Id,SKU,Brand,Capacity,Material,Number of Items in Set,Number in Pack,Color,Type,Components Included,Handle Material,Food Compatibility,Character,Time Period Manufactured,Features,Set Includes,Country/Region of Manufacture,Shape,Style,Size,Pattern,Franchise,Item Weight,Theme,Item Width,Antique,Item Height,Handmade,Item Length,Occasion,Item Diameter,Original/Reproduction,Department,Wood Tone,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Model,Item Depth,Manufacturer Warranty,Measuring Technology,
"265412208585","307814","Unbranded","4 cup","Stainless Steel","4","4","Silver","Liquid Measuring Cups","4 measuring cups for liquids","Silver","Flour,Milk,Oil","kitchen tools","","","4 measuring cups","","","","","","","","","","","","","","","","","","","","","","","Measuring Cups","","","",
