Item Id,SKU,Size,Brand,Style,Size Type,Type,Material,Color,Neckline,Fabric Type,Department,Features,Theme,Character,Accents,Knit Style,Performance/Activity,Pattern,Country/Region of Manufacture,Sleeve Length,Fit,Vintage,Season,Occasion,Graphic Print,Personalize,Garment Care,California Prop 65 Warning,MPN,Personalization Instructions,
"255872506886","308282","M,L,XL,2XL,","Unbranded","Pullover","Regular","Sweater","Acrylic","Red","Collared","Knit","Men","Lightweight","Christmas","Christmas Sweater","Christmas","Cable-Knit","Christmas","Floral","Unknown","Long Sleeve","Classic","No","Winter","Business,Casual,Formal,Party/Cocktail","No","No","Dry Clean Only","","Christmas-Sweater","",
