Item Id,SKU,Brand,Model,MPN,Type,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"255444546001","YMLG2156","YML","","P2424","Bird","","","","","","",
