Item Id,SKU,Brand,MPN,Custom Bundle,Bundle Description,Modified Item,Modification Description,Country/Region of Manufacture,California Prop 65 Warning,
"265597115212","EBZT153","Tapestry Trading","V914J","","","","","","",
