Item Id,SKU,Brand,Set Includes,Type,Number of Tools,Tools Included,Features,Handle Material,Country/Region of Manufacture,Blade Material,Blade Edge,Blade Length,Blade Hardness,Bundle Description,California Prop 65 Warning,Color,Custom Bundle,Item Weight,MPN,Manufacturer Warranty,Model,Overall Length,
"265045371071","117081","Maxam","Hacksaw","Game Processing Set","","Scissors","","Leymar","","Stainless Steel","","","","","","","","","Butcher-Set-for-Hunters","","","",
