Item Id,SKU,Magnification Strength,UV Protection,Brand,Department,Lens Technology,Frame Color,Style,Lens Material,Lens Color,Theme,Features,Character,Type,Personalized,Country/Region of Manufacture,Lens Width,Vintage,Pattern,Character Family,Lens Height,Frame Material,Bridge Width,Model,Temple Length,MPN,California Prop 65 Warning,Frame Width,Performance/Activity,Product Line,Year Manufactured,
"254682901368","299051","","3","Interloper","Unisex Adults","","Black","","Glass","Black","","","","Eyeglasses","","","","","","","","","","","","Reading-Glasses---Set-of-3","","","","","",
