Item Id,SKU,Occasion,Theme,Brand,Recipient,Color,Material,Type,Number of Items,Character,Personalize,Character Family,Country/Region of Manufacture,Pattern,MPN,Antique,Production Technique,Vintage,Bundle Description,California Prop 65 Warning,Custom Bundle,Department,Personalization Instructions,Origin,Production Style,Product Line,Style,
"255437769615","BUYS43068","","Disney","Hallmark","","","","Party Supplies","","","","Disney","","","235971","","","","","","","","","","","","",
