Item Id,SKU,Type,Brand,Material,Number in Pack,Items included,Color,Finish,Item Height,Item Width,Model,Suitable For,MPN,Style,Custom Bundle,Country/Region of Manufacture,Features,Bundle Description,California Prop 65 Warning,Fixings Supplied,Handing,Item Depth,Item Weight,Load Capacity,Manufacturer Warranty,
"265639528836","LCKY369","Hydraulic Door Closer","Lockey","Stainless Steel","1","","Silver","","","44 in","Lockey TB600SS","","TB600SS","","","","","","","No","","","5.65 lbs","","",
