Item Id,SKU,Can Capacity,Brand,Features,Type,Wine Bottle Capacity,Capacity,Color,Number of Wheels,Material,Theme,Year Manufactured,Country/Region of Manufacture,Item Width,Item Depth,Item Height,Assembly Required,Style,Pattern,Manufacturer Warranty,Item Weight,Model,Custom Bundle,California Prop 65 Warning,Bundle Description,MPN,
"264331792658","116777","","Maxam","","Pipe Holder","","","Black","","","","","","","","","","","","","","","","","","Highway-420-Genuine-Leather-Pipe-Storag",
