Item Id,SKU,Brand,Fan Diameter,Power Connection,Type,Fan Light Color,Voltage,Color,Bearing Type,Maximum Fan Speed,Maximum Airflow Volume,Material,Compatible Brand,To Fit,Form Factor,Country/Region of Manufacture,MPN,Packaging,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,
"255094031575","","Cyber Cooler","80 mm","Standard 3pin + 4pin","Computer Case Fan","Blue,Green,Red,Multicolor","DC 12V",,"Sleeve Bearing","2500 RPM","30 CFM","Plastic","Universal","Case Fan","","","","Blister Pack","","","","","","","",
"255094031575","",,,,,,,"Green",,,,,,,,,,,,,,,,,,
"255094031575","",,,,,,,"Blue",,,,,,,,,,,,,,,,,,
"255094031575","",,,,,,,"Red",,,,,,,,,,,,,,,,,,
"255094031575","",,,,,,,"Multicolor",,,,,,,,,,,,,,,,,,
