Item Id,SKU,Power Source,Brand,Style,Type,Sensor Type,Lighting Technology,Installation Area,Occasion,Material,Number of Lights,Manufacturer,Finish,Cord Color,Light Color,Color,Number of Settings,Features,Theme,Character,Year Manufactured,Country/Region of Manufacture,Voltage,Character Family,Power Consumption,Smart Home Protocol,Control Style,Amperage,Assembly Required,LED Chip Code,Labels & Certifications,MPN,LED String/Strip Type,Model,Custom Bundle,California Prop 65 Warning,Bulb Life Hours,Bundle Description,Color Temperature,IP Rating,Item Length,Item Weight,Lumens,Manufacturer Warranty,Mounting,Required Tools,Smart Home Compatibility,
"265686727652","PETRA25879","Corded Electric","Enbrighten","Puck","String Light","","LED","","","Rubber","24 LED Bulbs","","","","","","","Dimmable with Remote","","","","","","","12W","","","","","","","37790","","37790","","","","","","","","","","","","","",
