Item Id,SKU,Brand,Connectivity,Type,Compatible Brand,Items included,Model,MPN,Screen Size,Bundle Description,California Prop 65 Warning,Country/Region of Manufacture,Custom Bundle,Features,Manufacturer Warranty,Year Manufactured,
"264331811465","118785","Maxam","","Battery","","","","Battery-Powered-Portable-Fan","","","","","","","","",
