Item Id,SKU,Brand,Type,Cord Type,Model,Bagged/Bagless,Features,Filters,Included Accessories,Color,Power,Voltage,Smart Home Protocol,Runtime,Smart Home Compatibility,Country/Region of Manufacture,Capacity,Charge Time,Item Weight,Manufacturer Warranty,Protection Plan,MPN,Bundle Description,California Prop 65 Warning,Custom Bundle,
"265198565698","307318","Unbranded","Robotic","Cordless","Robotic Vacuum Cleaner","Bagless","Battery Operated","","","","","","","90 min","","","","3 hrs","","","","Robotic Vacuum Cleaner","","","",
