Item Id,SKU,Brand,US Shoe Size,UK Shoe SIze,AU Shoe Size,Character,Style,Pattern,Closure,Theme,Shoe Width,Color,Features,Type,Upper Material,Department,Product Line,Model,Outsole Material,Insole Material,Lining Material,Toe Shape,Shoe Shaft Style,Accents,Calf Width,Occasion,EU Shoe Size,Season,Country/Region of Manufacture,Personalize,Vintage,Handmade,Customized,Year Manufactured,California Prop 65 Warning,MPN,Personalization Instructions,
"265509538160","","Khombu","11","11","11","Boots","Hiking Boots","Solid","Lace Up","Outdoor","M","Tan / Camel","","Boot","Leather","Men","Brock","Khombu Brock","Rubber","Foam","Microfiber","","","","","","","","","","","","","","","","",
