Item Id,SKU,Type,Material,Brand,Size,Color,Features,Number of Compartments,Number in Pack,Model,Shape,Country/Region of Manufacture,Pattern,Personalize,Item Length,Item Width,Item Height,Theme,Capacity,Original/Reproduction,Item Weight,Item Depth,MPN,Number of Items in Set,Bundle Description,California Prop 65 Warning,Custom Bundle,Personalization Instructions,
"255782718305","308368","Clothes Cover","Non-woven Fabric","Unbranded","Large","Gray","Zipper","1","1","clothes and linen storage bags","Rectangular","China","Plaid","No","22.5 in","12.5 in","16.5 in","Home Organizers","12 L","","7 oz","12.5 in","large-clothes-storage-bag","4","","","No","",
