Item Id,SKU,Brand,Material,Type,Capacity,Number of Items in Set,Color,Features,Shape,Country/Region of Manufacture,Character,Making Method,Occasion,Character Family,Pattern,MPN,Bundle Description,Model,California Prop 65 Warning,Custom Bundle,
"254756769058","304879","Unbranded","Stainless Steel","Measuring Cup Set","4 cup","4","Silver","Dishwasher Safe","Round","China","Stainless Steel Measuring Cups","","All Occasions","Good Quality Cookware","Brush","4-pc-Stainless-Steel-Measuring-Cups-Set","","Set of 4 Measuring Cups","","No",
