Item Id,SKU,Type,Brand,Room,Style,Sensor Type,Material,Color,Number of Settings,Cord Color,Lighting Technology,Power Source,Shade Shape,Finish,Theme,Features,Character Family,Pattern,Character,Manufacturer,Control Style,Energy Star,Department,Country/Region of Manufacture,Voltage,Amperage,Item Diameter,Year Manufactured,Personalize,Personalized,Output Voltage,Assembly Required,Labels & Certifications,Era,Color Temperature,Lumens,IP Rating,Light Color,MPN,EC Range,Bulb Life Hours,Bulb Shape Code,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Height,Item Length,Item Weight,Item Width,Manufacturer Warranty,Model,Number of Speeds,Power Consumption,Product Line,Personalization Instructions,
"255463258955","DBMRL7222","Wall Lamps","Dabmar Lighting","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FG327-LED14-B","","","","","","","","","","","","","","","","",
"255463258028","DBMRL7223","Wall Lamps","Dabmar Lighting","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FG327-LED14-BZ","","","","","","","","","","","","","","","","",
"255463264432","DBMRL8635","Wall Lamps","Dabmar Lighting","","","","","","2","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W2002-LED5-BZ","","","","","","","","","","","","","","","","",
"265621895273","DBMRL8634","Wall Lamps","Dabmar Lighting","","","","","","2","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W2002-LED5-W","","","","","","","","","","","","","","","","",
"255463245996","DBMRL8642","Wall Lamps","Dabmar Lighting","","","","","","2","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W2004-LED5-BZ","","","","","","","","","","","","","","","","",
"255463262577","DBMRL8641","Wall Lamps","Dabmar Lighting","","","","","","2","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W2004-LED5-W","","","","","","","","","","","","","","","","",
"255463256407","DBMRL8652","Wall Lamps","Dabmar Lighting","","","","Aluminum","Black","","Black","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W3800-LED12-B","","","","","","","","","","","","","","","","",
"255463243641","DBMRL8651","Wall Lamps","Dabmar Lighting","","","","Aluminum","Gray","","Gray","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W3800-LED12-GRY","","","","","","","","","","","","","","","","",
"255463263793","DBMRL8650","Wall Lamps","Dabmar Lighting","","","","Aluminum","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W3800-LED12-SS","","","","","","","","","","","","","","","","",
"255463256600","DBMRL8649","Wall Lamps","Dabmar Lighting","","","","Aluminum","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W3800-LED12-VG","","","","","","","","","","","","","","","","",
"255463247589","DBMRL8684","Wall Lamps","Dabmar Lighting","","","","","Black","2","Black","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W9350-LED5-B","","","","","","","","","","","","","","","","",
"255463259867","DBMRL8687","Wall Lamps","Dabmar Lighting","","","","","","2","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W9350-LED5-VG","","","","","","","","","","","","","","","","",
"255463263721","DBMRL8686","Wall Lamps","Dabmar Lighting","","","","","White","2","White","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","W9350-LED5-W","","","","","","","","","","","","","","","","",
"255474868661","ZX9ODLC016","Lamps","BrightBoom","","","","","White","","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BR26639","","","","","","","","","","","","","","","","",
"255463245697","ZX9FLOW046","Wall Lamps","GlowFlow","","","","","Beige","","Beige","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GL70966","","","","","","","","","","","","","","","","",
"265621888103","ZX9FLOW043","Wall Lamps","GlowFlow","","","","","Beige","","Beige","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GL70964","","","","","","","","","","","","","","","","",
"265629900646","ALRGS3430","Lamps","Elegant Designs","","","","Wood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LF1021-BLK","","","","","","","","","","","","","","","","",
"255463256163","ZX9DBMRL7222","Wall Lamps","Intense","","","Light","","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IN1720785","","","","","","","","","","","","","","","","",
"255463248119","ZX9DBMRL7223","Wall Lamps","Intense","","","Light","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IN2107497","","","","","","","","","","","","","","","","",
"255463242910","FMBL1266","Wall Lamps","Flambeau Lighting","","","","","Gold","","Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SC1053","","","","","","","","","","","","","","","","",
"255463256235","FLOW046","Wall Lamps","Flowtron","","","","","Beige","","Beige","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FC- 4800","","","","","","","","","","","","","","","","",
"255463260118","FLOW043","Wall Lamps","Flowtron","","","","","Beige","","Beige","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FC-4400","","","","","","","","","","","","","","","","",
"265634147862","ZX9ORE415","Lamps","Cling","","","","Glass","","","","","","","Satin","","","","","","","","","","","","","","","","","","","","","","","","","CL106137","","","","","","","","","","","","","","","","",
"255471761400","HDSNC1248","Lamps","Hudson & Canal","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0022","","","","","","","","","","","","","","","","",
"255760753064","HDSNC1409","Lamps","Henn & Hart","","","","Nickel","","","","","","","Satin","","","","","","","","","","","","","","","","","","","","","","","","","FL0119","","","","","","","","","","","","","","","","",
"265750323375","HDSNC1412","Lamps","Hudson & Canal","","","","Steel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0123","","","","","","","","","","","","","","","","",
"255476851044","HDSNC1433","Lamps","Henn & Hart","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0147","","","","","","","","","","","","","","","","",
"255474974961","HDSNC1005","Lamps","Henn & Hart","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0157","","","","","","","","","","","","","","","","",
"255476758465","HDSNC1018","Lamps","Hudson & Canal","","","","Steel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0170","","","","","","","","","","","","","","","","",
"255471799590","HDSNC1019","Lamps","Henn & Hart","","","","Brass","","","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","","","FL0171","","","","","","","","","","","","","","","","",
"255474977740","HDSNC1558","Lamps","Henn & Hart","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0305","","","","","","","","","","","","","","","","",
"265634199237","HDSNC1559","Lamps","Hudson & Canal","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0306","","","","","","","","","","","","","","","","",
"255474883551","HDSNC1694","Lamps","Henn & Hart","","","","Bronze","White","","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0409","","","","","","","","","","","","","","","","",
"255474905411","HDSNC1125","Lamps","Hudson & Canal","","","","Steel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0712","","","","","","","","","","","","","","","","",
"255476765011","HDSNC1127","Lamps","Hudson & Canal","","","","Steel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0714","","","","","","","","","","","","","","","","",
"255474908846","HDSNC1128","Lamps","Hudson & Canal","","","","Brass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0715","","","","","","","","","","","","","","","","",
"255476771817","HDSNC1942","Lamps","Henn & Hart","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FL0832","","","","","","","","","","","","","","","","",
"265634125269","HDSNC1943","Lamps","Henn & Hart","","","","Brass","","","","","","","","","","","","","","","B","","","","","","","","","","","","","","","","","FL0833","","","","","","","","","","","","","","","","",
"265621891883","OCNTR35580","Wall Lamps","HomeRoots","","","","Brass","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","372616","","","","","","","","","","","","","","","","",
"255463250666","OCNTR35579","Wall Lamps","HomeRoots","","","","Marble","","","","LED","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","","","372617","","","","","","","","","","","","","","","","",
"255463263182","OCNTR51557","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398335","","","","","","","","","","","","","","","","",
"255463243075","OCNTR51558","Wall Lamps","HomeRoots","","Antique","","Brass","","4","","","","","Antique Brass","","","","","","","","","","","","","","","","","","","","","","","","","398336","","","","","","","","","","","","","","","","",
"255463257457","OCNTR51559","Wall Lamps","HomeRoots","","","","Bronze","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398337","","","","","","","","","","","","","","","","",
"255463259647","OCNTR51567","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398345","","","","","","","","","","","","","","","","",
"255463259940","OCNTR51568","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398346","","","","","","","","","","","","","","","","",
"255463255657","OCNTR51573","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","L","","","","","","","","","","","","","","","","","","","","398351","","","","","","","","","","","","","","","","",
"255463265073","OCNTR51576","Wall Lamps","HomeRoots","","","Light","","Black","","Black","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","","","398354","","","","","","","","","","","","","","","","",
"255463245420","OCNTR51578","Wall Lamps","HomeRoots","","","Light","","Black","","Black","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","","","398356","","","","","","","","","","","","","","","","",
"265621887630","OCNTR51579","Wall Lamps","HomeRoots","","","Light","","Black","","Black","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","","","398357","","","","","","","","","","","","","","","","",
"255463254282","OCNTR51635","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398413","","","","","","","","","","","","","","","","",
"265621895086","OCNTR51636","Wall Lamps","HomeRoots","","","Light","","Black","","Black","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","","","398414","","","","","","","","","","","","","","","","",
"255463254957","OCNTR51639","Wall Lamps","HomeRoots","","","Light","Brass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398417","","","","","","","","","","","","","","","","",
"255463243948","OCNTR51645","Wall Lamps","HomeRoots","","","","Brass","","","","","","","","","","","","L","","","","","","","","","","","","","","","","","","","","398423","","","","","","","","","","","","","","","","",
"265621894267","OCNTR51678","Wall Lamps","HomeRoots","","","Light","","Black","","Black","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","","","398456","","","","","","","","","","","","","","","","",
"255463257830","OCNTR51679","Wall Lamps","HomeRoots","","","Light","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398457","","","","","","","","","","","","","","","","",
"265621903949","OCNTR51720","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398498","","","","","","","","","","","","","","","","",
"255463264514","OCNTR53635","Wall Lamps","HomeRoots","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398629","","","","","","","","","","","","","","","","",
"265621901478","OCNTR53660","Wall Lamps","HomeRoots","","","","Nickel","","","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","","","398654","","","","","","","","","","","","","","","","",
"265621888278","OCNTR55834","Wall Lamps","HomeRoots","","","Light","Glass","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","399208","","","","","","","","","","","","","","","","",
"255463249123","OCNTR55835","Wall Lamps","HomeRoots","","","Light","Glass","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","399209","","","","","","","","","","","","","","","","",
"265621885811","HWRDL0545","Wall Lamps","Howard Lighting","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","LWP-5090-LED-MV","","","","","","","","","","","","","","","","",
"255463263415","ZX9DBMRL7166","Wall Lamps","Intense","","","Light","Stainless Steel","","","","","","","Stainless","","","","","","","","","","","","","","","","","","","","","","","","","IN1322986","","","","","","","","","","","","","","","","",
"265621890443","ZX9DBMRL7162","Wall Lamps","Intense","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IN1322984","","","","","","","","","","","","","","","","",
"265634161974","JESC7950","Wall Lamps","Jesco Lighting","","","Light","","White","","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HMH902P30701W","","","","","","","","","","","","","","","","",
"265632721524","JESC9857","Wall Lamps","Jesco Lighting","","","Light","Metal","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGMH1639-1ESS","","","","","","","","","","","","","","","","",
"255471752006","JESC9892","Wall Lamps","Jesco Lighting","","","Light","Metal","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGMH1639-1EWB","","","","","","","","","","","","","","","","",
"265629898841","JESC9858","Wall Lamps","Jesco Lighting","","","Light","Metal","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGMH1639-4EAW","","","","","","","","","","","","","","","","",
"255476768533","JESC9893","Wall Lamps","Jesco Lighting","","","Light","Metal","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGMH1639-4ESS","","","","","","","","","","","","","","","","",
"265629872642","JESC9817","Wall Lamps","Jesco Lighting","","","Light","","White","3","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGR1650-3EWW","","","","","","","","","","","","","","","","",
"255463261777","JESC9818","Wall Lamps","Jesco Lighting","","","Light","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGRGU1050-4AW","","","","","","","","","","","","","","","","",
"255474978330","JESC9860","Wall Lamps","Jesco Lighting","","","Light","Metal","White","1","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGRMH1639-1EWB","","","","","","","","","","","","","","","","",
"265629904551","JESC9819","Wall Lamps","Jesco Lighting","","","Light","Metal","White","3","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGRMH1639-3EAW","","","","","","","","","","","","","","","","",
"255476844933","JESC9861","Wall Lamps","Jesco Lighting","","","Light","Metal","Silver","4","Silver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGRMH1639-4ESS","","","","","","","","","","","","","","","","",
"265634118556","JESC9896","Wall Lamps","Jesco Lighting","","","Light","Metal","White","4","White","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MMGRMH1639-4EWB","","","","","","","","","","","","","","","","",
"255474863362","JESC9867","Wall Lamps","Jesco Lighting","","","Light","Metal","White","","White","","","","","","","","","","","","B","","","","","","","","","","","","","","","","","MYMH3070-3EWB","","","","","","","","","","","","","","","","",
"255471734832","JESC9868","Wall Lamps","Jesco Lighting","","","Light","","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MYP30-3WB","","","","","","","","","","","","","","","","",
"255474916716","JESC9903","Wall Lamps","Jesco Lighting","","","Light","","Black","","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MYP30-4WB","","","","","","","","","","","","","","","","",
"255474907485","JESC5707","Wall Lamps","Jesco Lighting","","","Light","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WS665M","","","","","","","","","","","","","","","","",
"255476820321","JESC11338","Wall Lamps","Jesco Lighting","","","","","Black","","Black","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","WS830L-2790-BKBK","","","","","","","","","","","","","","","","",
"255474925931","JESC11356","Wall Lamps","Jesco Lighting","","","","","White","","White","LED","","","Satin","","","","","","","","","","","","","","","","","","","","","","","","","WS830L-3090-WHSN","","","","","","","","","","","","","","","","",
"255476796665","JESC11345","Wall Lamps","Jesco Lighting","","","","","","","","LED","","","","","","","","","","","","","","","","","","","","","","","","","","","","WWS3224PP30RGBZ","","","","","","","","","","","","","","","","",
"265621903437","RTL337073","Wall Lamps","Livex","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50561-64","","","","","","","","","","","","","","","","",
"265621888332","RTL337173","Wall Lamps","Livex","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51002-71","","","","","","","","","","","","","","","","",
"265621891592","RTL337080","Wall Lamps","Livex","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50568-91","","","","","","","","","","","","","","","","",
"265621886929","RTL337174","Wall Lamps","Livex","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51002-91","","","","","","","","","","","","","","","","",
"255463245551","RTL337079","Wall Lamps","Livex","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50568-64","","","","","","","","","","","","","","","","",
"265621901814","RTL337074","Wall Lamps","Livex","","","Light","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50561-91","","","","","","","","","","","","","","","","",
"265621889452","LIVEX3041","Wall Lamps","Livex","","","Light","","Gold","1","Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51872-28","","","","","","","","","","","","","","","","",
"265621894047","LIVEX3042","Wall Lamps","Livex","","","Light","Nickel","","1","","","","","Brushed","","","","","","","","","","","","","","","","","","","","","","","","","51872-91","","","","","","","","","","","","","","","","",
"265621901361","LIEB3477","Wall Lamps","Livex","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8540-64","","","","","","","","","","","","","","","","",
"265621885537","LIVEX1744","Wall Lamps","Livex","","","Light","Bronze","Gold","1","Gold","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8580-63","","","","","","","","","","","","","","","","",
"265621887319","LIVEX414","Wall Lamps","Livex Lighting","","","","Bronze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4861-67","","","","","","","","","","","","","","","","",
"255463246997","FMBL1628","Wall Lamps","Lucas & Mckearn","","","Light","Bronze","Gold","2","Gold","","","","","","","","","Lucas","","","A","","","","","","","","","","","","","","","","","BB1022DB-2-F2G","","","","","","","","","","","","","","","","",
"255463259556","FMBL1623","Wall Lamps","Lucas & Mckearn","","","Light","Silver","Silver","2","Silver","","","","","","","","","Lucas","","","","","","","","","","","","","","","","","","","","BB1022PC-2-F1G","","","","","","","","","","","","","","","","",
"265621893144","FMBL1626","Wall Lamps","Lucas & Mckearn","","","Light","Chrome","","2","","","","","Polished","","","","","Lucas","","","","","","","","","","","","","","","","","","","","BB1022PC-2-F2S","","","","","","","","","","","","","","","","",
"255463246540","FMBL078","Wall Lamps","Flambeau Lighting","","","","","Gold","1","Gold","","","","","","","","","Lucas","","","","","","","","","","","","","","","","","","","","SC1038-G","","","","","","","","","","","","","","","","",
"265621900892","FMBL081","Wall Lamps","Flambeau Lighting","","","","","","","","","","","","","","","","Lucas","","","","","","","","","","","","","","","","","","","","SC1038-S","","","","","","","","","","","","","","","","",
"265621888970","FMBL096","Wall Lamps","Flambeau Lighting","","","Light","","","2","","","","","","","","","","Lucas","","","","","","","","","","","","","","","","","","","","SC1148-2","","","","","","","","","","","","","","","","",
"255463248746","FMBL1627","Wall Lamps","Lucas Plus McKearn","","","","Bronze","","","","","","","","","","","","Lucas","","","","","","","","","","","","","","","","","","","","BB1022DB-2-F1G","","","","","","","","","","","","","","","","",
