Item Id,SKU,Brand,Type,Number of Powerline Adapters,Number of LAN Ports,Maximum Powerline Data Rate,Connectivity,Maximum LAN Data Rate,To Fit,Ports,Model,MPN,Color,Features,Custom Bundle,Bundle Description,California Prop 65 Warning,Country/Region of Manufacture,Item Height,Item Length,Item Width,Manufacturer Warranty,
"254953187096","141570","TP-LINK","Starter Kit","2","2","500 Mbps","Ethernet (RJ-45) Hub/Switch,Wired-Ethernet (RJ-45),Single Ethernet (RJ-45) Port","2000 Mbps","","Ethernet (RJ-45)","TL-PA9020P KIT","TLPA9020PKIT","White","","","","Yes","","","","","",
