Item Id,SKU,Type,Brand,Output Voltage,Connector A,Compatible Model,Compatible Brand,Connection Split/Duplication,Cable Length,Color,Connector B,Features,Country/Region of Manufacture,Fiber Type,Gauge,Manufacturer Warranty,MPN,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,
"264161272192","108893","AC/DC Adapter","Sunny","5 V","","Universal","Universal","","5 ft","","","Flat Cable","","","","","SYS1089-1305-W2","","","","","","",
