Item Id,SKU,Suitable For,Type,Features,Size,Brand,Material,Shape,Color,Personalized,Room,Country/Region of Manufacture,Pattern,MPN,Item Length,Item Width,Bundle Description,Custom Bundle,California Prop 65 Warning,
"255737793673","ZX9SFVH146654","","Rugs","","","Flowers First","","Square","","","","","","FL1909478","","","","","",
"255518080479","ZX9GTMY8014","","Rugs","","","Micasa","Wool","Round","Beige","","","","","MI2130755","","","","","",
"265730018681","ZX9GTMY10227","","Rugs","","","Micasa","Wool","Rectangle","Green","","","","","MI1538942","","","","","",
"265729905224","ZX9GTMY13152","","Rugs","","","Micasa","","Rectangle","","","","","","MI1550698","","","","","",
"265887710285","ZX9RDCI205","","Rugs","","","Auric","","","","","","Italy","","AU2643492","","","","","",
"265730052453","ZX9RDCI210","","Rugs","","","Auric","","","","","","Italy","","AU839545","","","","","",
"265883833633","ZX9RDCI220","","Rugs","","","Auric","","","Blue","","","Italy","","AU1901718","","","","","",
"265884065377","ZX9RDCI768","","Rugs","","","Auric","","","Black","","","Italy","","AU2643547","","","","","",
"265897199832","ZX9RDCI774","","Rugs","","","Auric","","","","","","Italy","","AU2643548","","","","","",
"255728719292","ZX9RDCI775","","Rugs","","","Auric","","","","","","Italy","","AU2482632","","","","","",
"265887720578","ZX9RDCI777","","Rugs","","","Auric","","","","","","Italy","","AU2643549","","","","","",
"255725342116","ZX9RDCI780","","Rugs","","","Auric","","","Blue","","","Italy","","AU2480030","","","","","",
"255737760843","ZX9RDCI810","","Rugs","","","Auric","","","","","","Italy","","AU2643550","","","","","",
"265884079964","ZX9RDCI818","","Rugs","","","Auric","","","Black","","","Italy","","AU2643552","","","","","",
"255728770601","ZX9RDCI826","","Rugs","","","Auric","","","","","","Italy","","AU2643553","","","","","",
"255737941839","ZX9RDCI834","","Rugs","","","Auric","","","","","","Italy","","AU2643555","","","","","",
"255728577636","ZX9RDCI837","","Rugs","","","Auric","","","","","","Italy","","AU2481336","","","","","",
"265887853365","ZX9RDCI842","","Rugs","","","Auric","","","","","","Italy","","AU2643557","","","","","",
"255728676255","ZX9RDCI843","","Rugs","","","Auric","","","","","","Italy","","AU2481337","","","","","",
"255728930512","ZX9RDCI848","","Rugs","","","Auric","","","Black","","","Italy","","AU2484238","","","","","",
"265897084019","ZX9RDCI860","","Rugs","","","Auric","","","Blue","","","Italy","","AU2643559","","","","","",
"265897185482","ZX9RDCI861","","Rugs","","","Auric","","","Blue","","","Italy","","AU2483158","","","","","",
"255737786487","ZX9RDCI874","","Rugs","","","Auric","","","Black","","","Italy","","AU2643560","","","","","",
"255737682484","ZX9RDCI878","","Rugs","","","Auric","","","","","","Italy","","AU2643561","","","","","",
"265897064055","ZX9RDCI886","","Rugs","","","Auric","","","Blue","","","Italy","","AU2643562","","","","","",
"265883973363","ZX9RDCI003","","Rugs","","","Auric","","","Black","","","Italy","","AU489348","","","","","",
"255728669333","ZX9RDCI008","","Rugs","","","Auric","","","Blue","","","Italy","","AU679274","","","","","",
"255737740751","ZX9RDCI013","","Rugs","","","Auric","","","","","","Italy","","AU489349","","","","","",
"265896963039","ZX9RDCI018","","Rugs","","","Auric","","","Green","","","Italy","","AU490316","","","","","",
"255737684511","ZX9RDCI324","","Rugs","","","Auric","","","Red","","","Italy","","AU478597","","","","","",
"265897082518","ZX9RDCI352","","Rugs","","","Auric","","","Beige","","","Italy","","AU2643514","","","","","",
"255728676792","ZX9RDCI408","","Rugs","","","Auric","","","Beige","","","Italy","","AU821833","","","","","",
"255725209961","ZX9RDCI442","","Rugs","","","Auric","","","Black","","","Italy","","AU821834","","","","","",
"265883914277","ZX9RDCI459","","Rugs","","","Auric","","","","","","Italy","","AU2643527","","","","","",
"255728646896","ZX9RDCI501","","Rugs","","","Auric","","","Blue","","","Italy","","AU860444","","","","","",
"255728578003","ZX9RDCI933","","Rugs","","","Auric","","","Green","","","Turkey","","AU2643577","","","","","",
"265884097490","ZX9RDCI614","","Rugs","","","Auric","","","","","","Italy","","AU839554","","","","","",
"265883885895","ZX9RDCI628","","Rugs","","","Auric","","","Red","","","Italy","","AU2643540","","","","","",
"265897191726","ZX9RDCI638","","Rugs","","","Auric","","","Red","","","Italy","","AU2484237","","","","","",
"255539184420","UTRMST2298","Rug","Rugs","","","212 Main","","","","","","","","71073-5","","","","","",
"255541651784","UTRMST2271","Rug","Rugs","","","212 Main","","","Blue","","","Bolivia","","71085-5","","","","","",
"255534550425","UTRMST2650","Rug","Rugs","","","212 Main","","","Blue","","","","","71147-8","","","","","",
"255534698178","UTRMST2244","Rug","Rugs","","","212 Main","","","","","","","","73064-5","","","","","",
"255539079840","UTRMST2243","Rug","Rugs","","","212 Main","","","","","","","","73064-8","","","","","",
"265695261972","UTRMST2235","Rug","Rugs","","","212 Main","","","Blue","","","","","73067-5","","","","","",
"255489016333","ZX9SPRCH63880","","Rubber Mats & Rugs","","","Ricki\'s Rugs","","","Black","","","","","RI524702","","","","","",
"255728776153","ZX9ORSNO338104","","Rubber Mats & Rugs","","","BluePrints","","","","","","","","BL1864746","","","","","",
"255725238095","ZX9RTHD007","Mat","Rugs","","","DecoraciOn","","","","","","","","DE2465951","","","","","",
"255513130726","ZX9SPRCH63971","","Rubber Mats & Rugs","","","Ricki\'s Rugs","","","","","","","","RI524705","","","","","",
"265729931753","ZX9RDCI987","","Rugs","","","Auric","","","Beige","","","Turkey","","AU478613","","","","","",
"265887509095","ZX9RDCI999","","Rugs","","","Auric","","","Green","","","Turkey","","AU2643597","","","","","",
"265684871703","ZX9RDCI1225","","Rugs","","","Auric","","","Brown","","","","","AU485200","","","","","",
"265668960210","ZX9RDCI1235","","Rugs","","","Auric","","","Beige","","","","","AU485201","","","","","",
"265669041475","ZX9RDCI1210","","Rugs","","","Auric","","Animal","Brown","","","","","AU489358","","","","","",
"255489092400","ZX9RDCI1250","","Rugs","","","Auric","","","Brown","","","","","AU679282","","","","","",
"265665410022","ZX9RDCI1255","","Rugs","","","Auric","","","","","","","","AU472360","","","","","",
"265697926574","ZX9RDCI1260","","Rugs","","","Auric","","","","","","","","AU490320","","","","","",
"265680040994","ZX9RDCI1265","","Rugs","","","Auric","","","Brown","","","","","AU489361","","","","","",
"265729966616","ZX9RDCI1270","","Rugs","","","Auric","","","","","","","","AU490321","","","","","",
"255728599206","ZX9TWST4836","Rug","Fireplaces","","","ManMade","","Round","Brown","","","","","MA2673833","","","","","",
"255737993782","ZX9TWST4839","Rug","Fireplaces","","","ManMade","","Round","","","","","","MA2673834","","","","","",
"255738078824","ZX9anji137","","Rugs","","","Work-of-Art","Bamboo","","","","","","","WO726999","","","","","",
"255728813125","ZX9anji136","","Rugs","","","Work-of-Art","Bamboo","","","","","","","WO4586","","","","","",
"265887850657","ZX9anji135","","Rugs","","","Work-of-Art","Bamboo","","","","","","","WO717862","","","","","",
"265644778320","ZX9SSN14281","Mat","Rubber Mats & Rugs","","","DwellingDesigns","","","Black","","","","","DW1627727","","","","","",
"265887744329","ZX9anji129","","Rugs","","","Work-of-Art","Bamboo","","","","","","","WO37367","","","","","",
"255728574328","ZX9anji128","","Rugs","","","Work-of-Art","Bamboo","","","","","","","WO169184","","","","","",
"255488876717","ZX9KSAO592564","","Rubber Mats & Rugs","","","Solid Storage Supplies","","","Brown","","","","","SO778013","","","","","",
"255737897462","ZX9ANJIRL032","Rug","Rugs","","","Work-of-Art","Jute","","","","","","Ribbed","WO2521502","","","","","",
"265887607523","ZX9CNC861","","Rugs","","","Homeric","","","","","","","","HO2545994","","","","","",
"265884059940","ZX9OCNTR34469","Rug","Rugs","","","PalaceDesigns","Wool","Round","Red","","","","","PA2472996","","","","","",
"255513393360","ZX9GTMY13163","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557623","","","","","",
"265665565790","ZX9GTMY13169","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557084","","","","","",
"265690762389","ZX9GTMY12611","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1553361","","","","","",
"255541781740","ZX9GTMY12666","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557609","","","","","",
"265669425803","ZX9GTMY12569","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1550686","","","","","",
"255513248103","ZX9GTMY12583","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1554735","","","","","",
"255737874290","ZX9OCNTR52281","Rug","Rugs","","","PalaceDesigns","","Round","Blue","","","","","PA2477953","","","","","",
"255738071260","ZX9OCNTR52287","Rug","Rugs","","","PalaceDesigns","","Round","","","","","","PA2474618","","","","","",
"265887682304","ZX9OCNTR52195","Rug","Rugs","","","PalaceDesigns","","Round","","","","","","PA2474616","","","","","",
"255738067612","ZX9OCNTR59261","Rug","Rugs","","","PalaceDesigns","","Round","Yellow","","","","","PA2627969","","","","","",
"265680104294","ZX9GTMY14304","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1550720","","","","","",
"265695283886","ZX9GTMY11433","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1552311","","","","","",
"265684637538","ZX9GTMY10491","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1538948","","","","","",
"255534477859","ZX9GTMY9710","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1556966","","","","","",
"265698030279","ZX9GTMY11042","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1550632","","","","","",
"255541835202","ZX9GTMY10958","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1552280","","","","","",
"255518267356","ZX9GTMY10502","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1550167","","","","","",
"255513364107","ZX9GTMY11444","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1624539","","","","","",
"255489125028","ZX9GTMY9731","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1557692","","","","","",
"255489125660","ZX9GTMY9804","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1624680","","","","","",
"265695276981","ZX9GTMY10438","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1550607","","","","","",
"265698072343","ZX9GTMY11476","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1555518","","","","","",
"265668965588","ZX9GTMY9660","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1624663","","","","","",
"255513135692","ZX9GTMY10947","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1555495","","","","","",
"255518022156","ZX9GTMY10989","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1556647","","","","","",
"255534713036","ZX9GTMY9680","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1557690","","","","","",
"265674040354","ZX9GTMY9690","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1557179","","","","","",
"265674051520","ZX9GTMY10915","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1557001","","","","","",
"265679963861","ZX9GTMY9814","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1556975","","","","","",
"255534555589","ZX9GTMY10936","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1554678","","","","","",
"265697862485","ZX9GTMY11000","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1556650","","","","","",
"255488909530","ZX9GTMY9763","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1557694","","","","","",
"255539027274","ZX9GTMY9670","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1542441","","","","","",
"265729962531","ZX9GTMY10449","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1554332","","","","","",
"265695172683","ZX9GTMY10481","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1538947","","","","","",
"255524026573","ZX9GTMY11011","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1555501","","","","","",
"265669457339","ZX9GTMY10533","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1555476","","","","","",
"255513439493","ZX9GTMY11465","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1550646","","","","","",
"255534579167","ZX9GTMY11422","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1553324","","","","","",
"265669135683","ZX9GTMY11022","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1552284","","","","","",
"255524199201","ZX9GTMY10978","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1550624","","","","","",
"265669404661","ZX9GTMY9773","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1559118","","","","","",
"255539175108","ZX9GTMY10460","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1554660","","","","","",
"255513084759","ZX9GTMY11032","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1556654","","","","","",
"255534530519","ZX9GTMY10968","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1557006","","","","","",
"265679943358","ZX9GTMY10522","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1556808","","","","","",
"255534629859","ZX9GTMY9825","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1554844","","","","","",
"255541802547","ZX9GTMY11455","","Rugs","","","Micasa","Polyester","Rectangle","","","","","","MI1554701","","","","","",
"255728716675","ZX9LARUG3858","","Rugs","","","Designs-Done-Right","","","White","","","","","DE2606994","","","","","",
"255724935911","ZX9MZNG1179","Rug","Rugs","","","ConfiguraciOn","","","Yellow","","","","","CO2622650","","","","","",
"265883997797","ZX9MZNG1084","Rug","Rugs","","","ConfiguraciOn","","","White","","","","","CO2622635","","","","","",
"255737892659","ZX9OCNTR52177","Rug","Rugs","","","PalaceDesigns","","","Gray","","","","","PA2474615","","","","","",
"255728556891","ZX9HMFR2491","Rug","Rugs","","","Perspectiva","","","","","","","","PE2586452","","","","","",
"255724986897","ZX9HMFR2499","Rug","Rugs","","","Perspectiva","","","","","","","","PE2586454","","","","","",
"255728694349","ZX9HMFR2221","Rug","Rugs","","","JaggedDesigns","","","","","","","","JA313015","","","","","",
"265884135425","ZX9HMFR2483","Rug","Rugs","","","Perspectiva","","","","","","","","PE2586450","","","","","",
"255728574703","ZX9OCNTR34040","Rug","Rugs","","","PalaceDesigns","Wool","","Blue","","","","","PA2472994","","","","","",
"265884219947","ZX9OCNTR12011","Rug","Rugs","","","PalaceDesigns","","","Black","","","","","PA1847271","","","","","",
"255737880592","ZX9OCNTR12001","Rug","Rugs","","","PalaceDesigns","","","","","","","","PA2111754","","","","","",
"255724961127","ZX9OCNTR12018","Rug","Rugs","","","PalaceDesigns","","","","","","","","PA1860932","","","","","",
"255738004058","ZX9OCNTR55631","Rug","Rugs","","","PalaceDesigns","","","Blue","","","","","PA2473035","","","","","",
"265896911125","ZX9OCNTR56782","Rug","Rugs","","","PalaceDesigns","","","Blue","","","","","PA2474629","","","","","",
"255575015299","ZX9GTMY13556","","Rugs","","","Micasa","","Rectangle","Blue","","","","","MI1624596","","","","","",
"265884031890","ZX9GTMY11597","","Rugs","","","Micasa","Jute","Rectangle","","","","","","MI1556677","","","","","",
"255575064624","ZX9GTMY11928","","Rugs","","","Micasa","Wool","Rectangle","Gold","","","","","MI1550665","","","","","",
"265729916726","ZX9GTMY8243","","Rugs","","","Micasa","Wool","Rectangle","Blue","","","","","MI1559072","","","","","",
"265883909306","ZX9PRGC4463","","Rugs","","","Wall-to-Wall","Wool","","Silver","","","","","WA2461215","","","","","",
"255539186025","ZX9GTMY11550","","Rugs","","","Micasa","Jute","","White","","","","","MI2100146","","","","","",
"255738003223","ZX9OCNTR52194","Rug","Rugs","","","PalaceDesigns","","","","","","","","PA2473857","","","","","",
"255728876772","ZX9OCNTR33934","Rug","Rugs","","","PalaceDesigns","Wool","","","","","","","PA2627211","","","","","",
"255724997504","ZX9OCNTR34470","Rug","Rugs","","","PalaceDesigns","Wool","","Red","","","","","PA2456743","","","","","",
"255728668283","ZX9PNOS447","Rug","Rugs","","","Work-of-Art","Chenille","","","","","","","WO2635560","","","","","",
"265896957743","ZX9PNOS455","Rug","Rugs","","","Work-of-Art","Chenille","","","","","","Tweed","WO2635564","","","","","",
"265887535213","ZX9PNOS3208","Rug","Rugs","","","Work-of-Art","Chenille","","","","","","","WO1404317","","","","","",
"265887771258","ZX9PNOS454","Rug","Rugs","","","Work-of-Art","Chenille","","","","","","","WO2635563","","","","","",
"265887740198","ZX9PNOS450","Rug","Rugs","","","Work-of-Art","Chenille","","","","","","","WO2635562","","","","","",
"265887781211","ZX9PNOS449","Rug","Rugs","","","Work-of-Art","Chenille","","Blue","","","","","WO2635561","","","","","",
"265887827947","ZX9PNOS525","Rug","Rugs","","","Work-of-Art","Chenille","","Red","","","","","WO2635583","","","","","",
"265884102966","ZX9OCNTR12054","Rug","Rugs","","","PalaceDesigns","","","White","","","","","PA1860933","","","","","",
"265883826261","ZX9HMFR2703","Rug","Rugs","","","Perspectiva","","","","","","","","PE2586485","","","","","",
"255509915228","ZX9HMFR2397","Rug","Rugs","","","Perspectiva","","","Gold","","","","","PE1822890","","","","","",
"255728572882","ZX9ANJIRL033","Rug","Rugs","","","Work-of-Art","Jute","","","","","","Ribbed","WO2521503","","","","","",
"255725131640","ZX9ANJI186","","Fireplaces","","","Work-of-Art","Jute","","","","","","","WO2521475","","","","","",
"255518247171","ZX9GTMY11859","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1556857","","","","","",
"255539076802","ZX9GTMY8904","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1542421","","","","","",
"255513055628","ZX9GTMY11398","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1552305","","","","","",
"265669089542","ZX9GTMY11402","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1550642","","","","","",
"265674098115","ZX9GTMY12570","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557604","","","","","",
"255534743959","ZX9GTMY12605","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1553360","","","","","",
"255509847838","ZX9GTMY13170","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557085","","","","","",
"255518169732","ZX9GTMY12589","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557606","","","","","",
"265679855039","ZX9GTMY12612","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1542352","","","","","",
"255541701910","ZX9GTMY12650","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1557608","","","","","",
"265674007244","ZX9GTMY13164","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1624588","","","","","",
"255539206009","ZX9GTMY12638","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1556885","","","","","",
"265887520480","ZX9CNC1305","","Rugs","","","Homeric","","","Black","","","","","HO2545860","","","","","",
"265884042692","ZX9CNC1312","","Rugs","","","Homeric","","","Brown","","","","","HO2545862","","","","","",
"265897179128","ZX9CNC1266","","Rugs","","","Homeric","","","Red","","","","","HO2545849","","","","","",
"255725116326","ZX9CNC1804","","Rugs","","","Homeric","","","Black","","","","","HO2545942","","","","","",
"255737759742","ZX9CNC1797","","Rugs","","","Homeric","","","","","","","","HO2212190","","","","","",
"265887666230","ZX9CNC1175","","Rugs","","","Homeric","","","","","","","","HO2545833","","","","","",
"255725088255","ZX9CNC1471","","Rugs","","","Homeric","","","Black","","","","","HO2545894","","","","","",
"255737723279","ZX9CNC1463","","Rugs","","","Homeric","","","","","","","","HO2545890","","","","","",
"265665355187","ZX9CNC1160","","Rugs","","","Homeric","","","Red","","","","","HO216883","","","","","",
"255728719238","ZX9CNC1209","","Rugs","","","Homeric","","","","","","","","HO2545837","","","","","",
"265887536274","ZX9CNC1359","","Rugs","","","Homeric","","","","","","","","HO2545870","","","","","",
"265897071775","ZX9CNC1830","","Rugs","","","Homeric","","","Black","","","","","HO2545944","","","","","",
"265887858701","ZX9CNC1839","","Rugs","","","Homeric","","","Brown","","","","","HO2545946","","","","","",
"265884163855","ZX9OCNTR55392","Rug","Rugs","","","PalaceDesigns","","Round","Black","","","","","PA2627815","","","","","",
"255725190733","ZX9ANJI549","Rug","Rugs","","","Work-of-Art","Jute","Round","Blue","","","","","WO2521497","","","","","",
"255728552287","ZX9OCNTR33517","Rug","Rugs","","","PalaceDesigns","Polyester","Round","Yellow","","","","","PA2477927","","","","","",
"265883900835","ZX9OCNTR30800","Rug","Rugs","","","PalaceDesigns","Polyester","Round","","","","","","PA2627161","","","","","",
"255725034261","ZX9OCNTR33526","Rug","Rugs","","","PalaceDesigns","Polyester","Round","Pink","","","","","PA2627206","","","","","",
"265896934344","ZX9OCNTR12225","Rug","Rugs","","","PalaceDesigns","Sheepskin","","White","","","","","PA1836662","","","","","",
"265729998301","ZX9GTMY7684","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1624618","","","","","",
"265896947456","ZX9GTMY10808","","Rugs","","","Micasa","Wool","Rectangle","Red","","","","","MI1556638","","","","","",
"255575070373","ZX9GTMY12289","","Rugs","","","Micasa","Wool","Rectangle","","","","","","MI1559016","","","","","",
"255575034930","ZX9GTMY12326","","Rugs","","","Micasa","Wool","Rectangle","Green","","","","","MI1557058","","","","","",
"265730063674","ZX9GTMY10223","","Rugs","","","Micasa","Wool","Rectangle","Green","","","","Abstract","MI1553288","","","","","",
"255738076079","ZX9MZNG1204","Rug","Rugs","","","ConfiguraciOn","","","White","","","","","CO2622655","","","","","",
"265897181530","ZX9SFVH151414","","Rugs","","","Flowers First","","Rectangle","","","","","","FL1890510","","","","","",
"265690761399","ZX9GTMY11595","","Rugs","","","Micasa","Jute","","Beige","","","","","MI1785460","","","","","",
"255728832572","ZX9OCNTR45101","Rug","Rugs","","","PalaceDesigns","Polyester","","","","","","","PA2144604","","","","","",
"265897216976","ZX9OCNTR53996","Rug","Rugs","","","PalaceDesigns","Jute","Round","Blue","","","","","PA2473860","","","","","",
"255728620285","ZX9CNC1869","","Rugs","","","Homeric","","","Black","","","","","HO2545953","","","","","",
"265897247999","ZX9CNC1851","","Rugs","","","Homeric","","","Red","","","","","HO2212191","","","","","",
"265884158996","ZX9SPHX17137","","Rugs","","","ConfiguraciOn","","Round","","","","","","CO1862355","","","","","",
"265887737877","ZX9OCNTR33130","Rug","Rugs","","","PalaceDesigns","","Round","Beige","","","","","PA2477924","","","","","",
"265884097067","ZX9CNC1867","","Rugs","","","Homeric","","","Black","","","","","HO2545952","","","","","",
"255738039689","ZX9CNC1849","","Rugs","","","Homeric","","","Red","","","","","HO2545947","","","","","",
"265684626973","ZX9CNC1360","","Rugs","","","Homeric","","","","","","","","HO216884","","","","","",
"255529001148","ZX9CNC1365","","Rugs","","","Homeric","","","","","","","","HO213759","","","","","",
"265887534133","ZX9IFNT1403","Rug","Rugs","","","PerfectPillows","","","Red","","","","","PE1582166","","","","","",
"255728847484","ZX9CNC1281","","Rugs","","","Homeric","","","Black","","","","","HO2545853","","","","","",
"255728755467","ZX9CNC1267","","Rugs","","","Homeric","","","Red","","","","","HO2545850","","","","","",
"265884164876","ZX9CNC1805","","Rugs","","","Homeric","","","Black","","","","","HO2545943","","","","","",
"265884031295","ZX9CNC1798","","Rugs","","","Homeric","","","","","","","","HO2545938","","","","","",
"255737885405","ZX9CNC1171","","Rugs","","","Homeric","","","","","","","","HO2212437","","","","","",
"255725068327","ZX9CNC1176","","Rugs","","","Homeric","","","","","","","","HO2545834","","","","","",
"265883971647","ZX9CNC1166","","Rugs","","","Homeric","","","Red","","","","","HO2545830","","","","","",
"265897217077","ZX9CNC1472","","Rugs","","","Homeric","","","Black","","","","","HO2545895","","","","","",
"265684596184","ZX9CNC1161","","Rugs","","","Homeric","","","Red","","","","","HO214103","","","","","",
"255724949808","ZX9CNC1217","","Rugs","","","Homeric","","","Green","","","","","HO2545838","","","","","",
"265887815254","ZX9CNC1195","","Rugs","","","Homeric","","","","","","","","HO2545836","","","","","",
"265887621169","ZX9CNC1424","","Rugs","","","Homeric","","","Red","","","","","HO2545883","","","","","",
"265896966465","ZX9CNC1432","","Rugs","","","Homeric","","","","","","","","HO2545884","","","","","",
"265896975101","ZX9OCNTR33384","Rug","Rugs","","","PalaceDesigns","Wool","Round","Beige","","","","","PA2479178","","","","","",
"255738019904","ZX9OCNTR32638","Rug","Rugs","","","PalaceDesigns","Wool","Round","Blue","","","","","PA2473828","","","","","",
"255725274404","ZX9OCNTR32404","Rug","Rugs","","","PalaceDesigns","Wool","Round","","","","","","PA2477921","","","","","",
"265887736631","ZX9OCNTR32746","Rug","Rugs","","","PalaceDesigns","Viscose","","Blue","","","","","PA2627198","","","","","",
"255728784628","ZX9OCNTR34265","Rug","Rugs","","","PalaceDesigns","Polyester","Round","","","","","","PA2477933","","","","","",
"255724977977","ZX9OCNTR33680","Rug","Rugs","","","PalaceDesigns","","Round","Beige","","","","","PA2472991","","","","","",
"255725024592","ZX9OCNTR32687","Rug","Rugs","","","PalaceDesigns","","Round","Beige","","","","","PA2627197","","","","","",
"265883920546","ZX9OCNTR52298","Rug","Rugs","","","PalaceDesigns","","Round","Gray","","","","","PA2469742","","","","","",
"265883957824","ZX9OCNTR56425","Rug","Rugs","","","PalaceDesigns","","","Gray","","","","","PA2479213","","","","","",
"255737808926","ZX9RDCI671","","Rugs","","","Auric","","","Green","","","Italy","","AU478607","","","","","",
"255737943606","ZX9RDCI679","","Rugs","","","Auric","","","Red","","","Italy","","AU679297","","","","","",
"265697896759","ZX9PNOS3216","","Rugs","","","Work-of-Art","Chenille","Round","","","","","","WO1404323","","","","","",
"265884032921","ZX9OCNTR54836","Rug","Rugs","","","PalaceDesigns","","Round","Beige","","","","","PA2627802","","","","","",
"265896997146","ZX9OCNTR57584","Rug","Rugs","","","PalaceDesigns","","Round","Beige","","","","","PA2627911","","","","","",
"255728685491","ZX9OCNTR53072","Rug","Rugs","","","PalaceDesigns","","Round","Blue","","","","","PA2627729","","","","","",
"255737793340","ZX9OCNTR52560","Rug","Rugs","","","PalaceDesigns","","Round","Blue","","","","","PA2627691","","","","","",
"265887741242","ZX9OCNTR55690","Rug","Rugs","","","PalaceDesigns","","Round","","","","","","PA2474625","","","","","",
"255737744991","ZX9OCNTR49193","Rug","Rugs","","","PalaceDesigns","","Round","Gray","","","","","PA2627600","","","","","",
"255728646685","ZX9OCNTR54515","Rug","Rugs","","","PalaceDesigns","","Round","Green","","","","","PA2627782","","","","","",
"255737976125","ZX9OCNTR57184","Rug","Rugs","","","PalaceDesigns","","Round","","","","","","PA2627881","","","","","",
"265883929986","ZX9OCNTR49151","Rug","Rugs","","","PalaceDesigns","","Round","Beige","","","","","PA2627598","","","","","",
"255738017094","ZX9OCNTR57159","Rug","Rugs","","","PalaceDesigns","","Round","Orange","","","","","PA2627876","","","","","",
"255724935813","ZX9OCNTR59183","Rug","Rugs","","","PalaceDesigns","","Round","Blue","","","","","PA2627964","","","","","",
"265883915345","ZX9OCNTR51264","Rug","Rugs","","","PalaceDesigns","","Round","","","","","Abstract","PA2627652","","","","","",
"255728944912","ZX9OCNTR33955","Rug","Rugs","","","PalaceDesigns","Wool","","","","","","","PA2627212","","","","","",
"255728650417","ZX9OCNTR33940","Rug","Rugs","","","PalaceDesigns","Wool","","","","","","","PA2472993","","","","","",
"265897160958","ZX9PNOS471","Rug","Rugs","","","Work-of-Art","Chenille","Round","","","","","","WO2635570","","","","","",
"255725115711","ZX9PNOS475","Rug","Rugs","","","Work-of-Art","Chenille","Round","","","","","","WO2635573","","","","","",
"265897218845","ZX9PNOS474","Rug","Rugs","","","Work-of-Art","Chenille","Round","","","","","","WO2635572","","","","","",
"255725132137","ZX9PNOS473","Rug","Rugs","","","Work-of-Art","Chenille","Round","Blue","","","","","WO2635571","","","","","",
"265690622194","ZX9PNOS539","Rug","Rugs","","","Work-of-Art","Chenille","Round","Blue","","","","","WO2112573","","","","","",
