Item Id,SKU,Features,Material,Type,Brand,Color,Shape,Number of Compartments,Size,Pattern,Number of Items in Set,Theme,Style,Finish,Country/Region of Manufacture,Occasion,Wood Tone,Item Width,Personalize,Item Length,Item Diameter,Item Weight,MPN,Manufacturer Warranty,California Prop 65 Warning,Bundle Description,Custom Bundle,Personalization Instructions,
"264836750947","116380","Tray","Silver","Serving Tray","Sterlingcraft","Silver","Oval","1","9-3/8"" x 6-3/8""","","1","","","Nickel","","","","","","","","","Oval-Serving-Tray","","","","","",
