Item Id,SKU,Brand,Country/Region of Manufacture,Personalize,Gender,MPN,Color,Material,Modified Item,Modification Description,California Prop 65 Warning,Personalization Instructions,
"255448619287","308046","Unbranded","","","Girls","Ballet-Bag","Pink","cotton","","","","",
