Item Id,SKU,Type,Brand,Material,Features,Size,Pattern,Color,Theme,Character Family,Character,Style,Insulation,Department,Shape,Country/Region of Manufacture,Personalize,Room,Closure Type,Product Line,GSM (Grams per Square Meter),Care Instructions,Thread Count,Item Length,Item Width,MPN,Bundle Description,California Prop 65 Warning,Custom Bundle,Drop Length,Labels & Certifications,Model,Personalization Instructions,
"255265377305","115934","Blanket","Unbranded","Fleece","Marijuana leaf","Queen","Marijuana leaf","Gold","Luxury","","Marijuana leaf","","","","","","","Bedroom","","","","","","91 in","79 in","","","","","","","","",
