Item Id,SKU,Network Ports,Brand,Number of Modules,Number of ports,Compatible Brand,Maximum Data Rate,Product Line,Country/Region of Manufacture,MPN,Connectors,Custom Bundle,Bundle Description,California Prop 65 Warning,Item Height,Item Length,Item Width,Manufacturer Warranty,
"254557504631","291372","","Startech","","","","","","","CG-ST","","","","","","","","",
