Item Id,SKU,Type,Brand,Set Includes,Number of Items in Set,Gauge/Caliber,Material,Color,Country/Region of Manufacture,Main Purpose,Vintage,Features,Bundle Description,California Prop 65 Warning,Custom Bundle,Item Height,Item Length,Item Weight,Item Width,MPN,Number in Pack,
"265203287536","117221","Cleaning Kit","Wild Shot","","","","Aluminum","","","","","","","","","","","","","Wildshot-Deluxe-Gun-Cleaning-Kit-with-A","",
