Item Id,SKU,Type,Features,Horse Power,Brand,Voltage,Country/Region of Manufacture,Maximum Head Lift,Manufacturer Warranty,Maximum Working Pressure,Item Length,Item Width,Item Height,Installation,Minimum Working Temperature,Power,Maximum Working Temperature,Item Weight,Model,Maximum Flow Rate,Custom Bundle,California Prop 65 Warning,Bundle Description,Item Diameter,MPN,
"265639704174","JNSN95080","Sump Pump","Submersible","1/3 HP","ECO-FLO","","","","","","","","1/3 HP","","","","","3","ECO-FLO EFSA33","","","","","","EFSA33",
