Item Id,SKU,Type,Brand,Power Connection,Material,Voltage,Fan Diameter,Fan Light Color,Socket Compatibility,MPN,Form Factor,Bearing Type,Color,Compatible Brand,Maximum Airflow Volume,Maximum Fan Speed,Packaging,To Fit,Custom Bundle,Bundle Description,California Prop 65 Warning,Country/Region of Manufacture,Item Height,Item Length,Item Width,Manufacturer Warranty,
"264451999697","173849","Fan","HPE","","","","","","","667882-001","","","","","","","","","","","","","","","","",
