Item Id,SKU,Brand,Type,Style,Theme,Material,Features,Department,Color,Accents,Character,Character Family,Country/Region of Manufacture,Fabric Type,Pattern,Handmade,Personalize,Vintage,Year Manufactured,California Prop 65 Warning,Item Length,Item Width,MPN,Personalization Instructions,
"264331792972","116788","Embassy","Wallet","Trifold","Leather Wallet","Leather","Credit Card,Folding","Men","Black","Tri-Fold","Wallet","","China","","Solid","","","","","","","","Men-Solid-Genuine-Leather-Tri-Fold-Wall","",
